Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A059526,Bella,Dog,Spayed Female,,7.0,Siberian Husky,Gray,,12/30/2020,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,12/30/2020,Wednesday,Wednesday
A059532,,Other,Male,2,,Raccoon,Black,,12/30/2020,Stray,Animal Control,Euthanized,Wildlife,12/30/2020,Wednesday,Wednesday
A059534,Jax,Dog,Neutered Male,2,,Silky Terrier,Black,981020039163611,01/27/2021,Foster,Over the Counter,Adoption,Walk-In,01/27/2021,Wednesday,Wednesday
A059534,Jax,Dog,Neutered Male,2,,Silky Terrier,Black,981020039163611,12/30/2020,Stray,Animal Control,Foster,Adoption,01/10/2021,Wednesday,Sunday
A059542,Bear,Cat,Neutered Male,,3.0,Domestic Shorthair,White,981020039184124,12/31/2020,Owner Surrendered,Over the Counter,Foster,Adoption,12/31/2020,Thursday,Thursday
A059542,Bear,Cat,Neutered Male,,3.0,Domestic Shorthair,White,981020039184124,01/27/2021,Foster,Over the Counter,Adoption,Walk-In,01/27/2021,Wednesday,Wednesday
A059544,Mr. T,Dog,Male,2,,Pit Bull,Gray,L21-008156,12/31/2020,Stray,Over the Counter,Adoption,Walk-In,01/06/2021,Thursday,Wednesday
A059554,Big Juicy,Cat,Neutered Male,2,,Domestic Shorthair,Black,981020039186555,01/02/2021,Transfer,,Adoption,Walk-In,01/02/2021,Saturday,Saturday
A059556,Tj,Cat,Neutered Male,2,,Domestic Shorthair,Gray,982000407668608,01/02/2021,Transfer,,Adoption,Walk-In,01/03/2021,Saturday,Sunday
A059558,Honey,Dog,Spayed Female,2,,Pit Bull,Tan,981020039190784,01/02/2021,Stray,Over the Counter,Foster,Adoption,01/08/2021,Saturday,Friday
A059558,Honey,Dog,Spayed Female,2,,Pit Bull,Tan,981020039190784,01/14/2021,Foster,Over the Counter,Adoption,Walk-In,01/14/2021,Thursday,Thursday
A059568,Blizzard,Dog,Spayed Female,,4.0,Pit Bull,White,981020039160222,01/17/2021,Foster,Over the Counter,Foster,Adoption,01/19/2021,Sunday,Tuesday
A059568,Blizzard,Dog,Spayed Female,,4.0,Pit Bull,White,,01/04/2021,Stray,Over the Counter,Foster,FINDER,01/04/2021,Monday,Monday
A059568,Blizzard,Dog,Spayed Female,,4.0,Pit Bull,White,981020039160222,02/03/2021,Foster,Over the Counter,Adoption,Website Information,02/03/2021,Wednesday,Wednesday
A059570,,Bird,Unknown,1,,Parrot,Blue,,01/04/2021,Confiscated,Owner Death,Return to Owner,Walk-In,01/10/2021,Monday,Sunday
A059571,,Bird,Unknown,,,Parrot,Green,,01/04/2021,Confiscated,Owner Death,Return to Owner,Walk-In,01/10/2021,Monday,Sunday
A059577,,Bird,Unknown,,,Macaw,Green,,01/04/2021,Confiscated,Owner Death,Return to Owner,Walk-In,01/10/2021,Monday,Sunday
A059582,Oscar,Dog,Male,1,6.0,Chihuahua Short Hair,Sable,001115,01/05/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,01/05/2021,Tuesday,Tuesday
A059584,Bella,Dog,Spayed Female,1,,American Bully,Blue Brindle,60091,01/05/2021,Stray,Animal Control,Return to Owner,,01/07/2021,Tuesday,Thursday
A059584,Bella,Dog,Spayed Female,1,,American Bully,Blue Brindle,60296,03/03/2021,Stray,Over the Counter,Foster,M/L DOG,03/05/2021,Wednesday,Friday
A059584,Bella,Dog,Spayed Female,1,,American Bully,Blue Brindle,981020025485100,03/24/2021,Foster,Over the Counter,Adoption,Website Information,03/24/2021,Wednesday,Wednesday
A059594,Isabella,Cat,Spayed Female,2,,Domestic Shorthair,Gray,981020039182621,03/04/2021,Foster,Over the Counter,Adoption,Walk-In,03/04/2021,Thursday,Thursday
A059594,Isabella,Cat,Spayed Female,2,,Domestic Shorthair,Gray,981020039182621,01/06/2021,Owner Surrendered,Over the Counter,Foster,Adoption,01/08/2021,Wednesday,Friday
A059594,Isabella,Cat,Spayed Female,2,,Domestic Shorthair,Gray,981020039182621,01/10/2021,Foster,Over the Counter,Foster,Adoption,01/10/2021,Sunday,Sunday
A059594,Isabella,Cat,Spayed Female,2,,Domestic Shorthair,Gray,981020039182621,01/09/2021,Foster,Over the Counter,Foster,Adoption,01/10/2021,Saturday,Sunday
A059604,Cookie,Dog,Female,4,,Standard Poodle,Black,,01/07/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,01/07/2021,Thursday,Thursday
A059611,,Cat,Male,2,,Domestic Shorthair,Black,,01/24/2021,Foster,Over the Counter,Transfer,Rescue Group,01/24/2021,Sunday,Sunday
A059611,,Cat,Male,2,,Domestic Shorthair,Black,,01/08/2021,Stray,Over the Counter,Foster,Behavior Manageable,01/08/2021,Friday,Friday
A059613,Champagne,Dog,Female,6,,Shih Tzu,White,,01/08/2021,Confiscated,Owner Arrested,Return to Owner,,01/10/2021,Friday,Sunday
A059615,,Dog,Female,,,Pit Bull,Fawn,,01/08/2021,Confiscated,Owner Arrested,Return to Owner,,01/10/2021,Friday,Sunday
A059625,Diesel,Dog,Neutered Male,5,,Cane Corso,Blue,985112006789398,01/08/2021,Owner Surrendered,Over the Counter,Foster,Adoption,03/01/2021,Friday,Monday
A059625,Diesel,Dog,Neutered Male,5,,Cane Corso,Blue,985112006789398,03/03/2021,Foster,Over the Counter,Foster,Adoption,03/03/2021,Wednesday,Wednesday
A059625,Diesel,Dog,Neutered Male,5,,Cane Corso,Blue,985112006789398,03/05/2021,Foster,Over the Counter,Foster,Adoption,04/01/2021,Friday,Thursday
A059625,Diesel,Dog,Neutered Male,5,,Cane Corso,Blue,985112006789398,05/05/2021,Foster,Over the Counter,Adoption,Walk-In,05/05/2021,Wednesday,Wednesday
A059625,Diesel,Dog,Neutered Male,5,,Cane Corso,Blue,985112006789398,09/28/2021,Stray,Animal Control,Return to Owner,Walk-In,09/29/2021,Tuesday,Wednesday
A059625,Diesel,Dog,Neutered Male,5,,Cane Corso,Blue,985112006789398,09/20/2022,Transfer,Transfer,Euthanized,Behavior Severe,09/21/2022,Tuesday,Wednesday
A059626,Rex,Dog,Neutered Male,2,,Pit Bull,Brown Brindle,982126053273539,01/08/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,01/08/2021,Friday,Friday
A059635,Cheech,Cat,Neutered Male,,6.0,Domestic Shorthair,Brown Tabby,985113004404637,01/09/2021,Transfer,Transfer,Foster,Adoption,01/12/2021,Saturday,Tuesday
A059635,Cheech,Cat,Neutered Male,,6.0,Domestic Shorthair,Brown Tabby,985113004404637,02/03/2021,Foster,Over the Counter,Adoption,Walk-In,02/03/2021,Wednesday,Wednesday
A059645,Roman,Dog,Neutered Male,7,,Pit Bull,Gray,956000004389099,01/10/2021,Stray,Animal Control,Return to Owner,Phone Call,01/10/2021,Sunday,Sunday
A059647,Kio,Dog,Neutered Male,7,,American Bulldog,Black,981020039173597,01/10/2021,Owner Surrendered,Over the Counter,Foster,M/L DOG,02/12/2021,Sunday,Friday
A059647,Kio,Dog,Neutered Male,7,,American Bulldog,Black,981020039173597,05/12/2021,Foster,Over the Counter,Adoption,Walk-In,06/09/2021,Wednesday,Wednesday
A059652,Chase,Dog,Neutered Male,,10.0,Labrador Retriever,White,981020039179509,01/10/2021,Transfer,Transfer,Foster,M/L DOG,02/02/2021,Sunday,Tuesday
A059652,Chase,Dog,Neutered Male,,10.0,Labrador Retriever,White,981020039179509,03/05/2021,Foster,Over the Counter,Foster,Adoption,03/05/2021,Friday,Friday
A059652,Chase,Dog,Neutered Male,,10.0,Labrador Retriever,White,981020039179509,03/24/2021,Foster,Over the Counter,Adoption,Referral,03/24/2021,Wednesday,Wednesday
A059658,Missy,Cat,Spayed Female,,4.0,Domestic Shorthair,White,981020039171473,04/12/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/15/2021,Monday,Thursday
A059658,Missy,Cat,Spayed Female,,4.0,Domestic Shorthair,White,981020039171473,01/11/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/14/2021,Monday,Thursday
A059659,Zane,Cat,Neutered Male,,1.65,Domestic Medium Hair,Black Tabby,981020039184498,01/30/2021,Foster,Over the Counter,Foster,Adoption,01/30/2021,Saturday,Saturday
A059659,Zane,Cat,Neutered Male,,1.65,Domestic Medium Hair,Black Tabby,,01/11/2021,Confiscated,Owner Arrested,Foster,Condition Minor,01/16/2021,Monday,Saturday
A059659,Zane,Cat,Neutered Male,,1.65,Domestic Medium Hair,Black Tabby,981020039184498,03/10/2021,Foster,Over the Counter,Adoption,Walk-In,03/10/2021,Wednesday,Wednesday
A059660,,Other,Unknown,3,,Raccoon,Black,,01/11/2021,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,01/11/2021,Monday,Monday
A059662,,Cat,Unknown,1,,Domestic Shorthair,Brown Tabby,,01/12/2021,Stray,Over the Counter,Transfer,Rescue Group,01/18/2021,Tuesday,Monday
A059667,,Cat,Spayed Female,,9.0,Domestic Shorthair,Calico,28037,01/13/2021,Transfer,,Transfer,Rescue Group,01/13/2021,Wednesday,Wednesday
A059669,,Cat,Neutered Male,,9.0,Domestic Shorthair,Brown Tabby,28038,01/13/2021,Transfer,,Transfer,Rescue Group,01/13/2021,Wednesday,Wednesday
A059670,,Cat,Spayed Female,,9.0,Domestic Shorthair,Brown Tabby,28040,01/13/2021,Transfer,,Transfer,Rescue Group,01/13/2021,Wednesday,Wednesday
A059672,Landon,Dog,Neutered Male,2,,Treeing Walker Coonhound,Tricolor,981020039197014,01/30/2021,Foster,Over the Counter,Foster,Adoption,01/30/2021,Saturday,Saturday
A059672,Landon,Dog,Neutered Male,2,,Treeing Walker Coonhound,Tricolor,981020039197014,01/12/2021,Transfer,,Foster,M/L DOG,01/13/2021,Tuesday,Wednesday
A059672,Landon,Dog,Neutered Male,2,,Treeing Walker Coonhound,Tricolor,981020039197014,03/09/2021,Foster,Over the Counter,Foster,M/L DOG,03/09/2021,Tuesday,Tuesday
A059672,Landon,Dog,Neutered Male,2,,Treeing Walker Coonhound,Tricolor,981020039197014,02/05/2021,Foster,Over the Counter,Foster,Adoption,02/06/2021,Friday,Saturday
A059672,Landon,Dog,Neutered Male,2,,Treeing Walker Coonhound,Tricolor,981020039197014,02/13/2021,Foster,Over the Counter,Foster,Adoption,02/13/2021,Saturday,Saturday
A059672,Landon,Dog,Neutered Male,2,,Treeing Walker Coonhound,Tricolor,981020039197014,02/24/2021,Foster,Over the Counter,Foster,M/L DOG,02/27/2021,Wednesday,Saturday
A059672,Landon,Dog,Neutered Male,2,,Treeing Walker Coonhound,Tricolor,981020039197014,03/24/2021,Foster,Over the Counter,Adoption,Walk-In,03/24/2021,Wednesday,Wednesday
A059675,Queenie,Dog,Spayed Female,3,,Pit Bull,Gray,981020037683459,02/03/2021,Foster,Over the Counter,Adoption,Website Information,02/03/2021,Wednesday,Wednesday
A059675,Queenie,Dog,Spayed Female,3,,Pit Bull,Gray,981020037683459,01/13/2021,Owner Surrendered,OTC APPT,Foster,Adoption,01/17/2021,Wednesday,Sunday
A059677,Bucket,Dog,Neutered Male,2,,American Bully,Brown Brindle,981020039199008,01/13/2021,Stray,Animal Control,Foster,Adoption,01/19/2021,Wednesday,Tuesday
A059677,Bucket,Dog,Neutered Male,2,,American Bully,Brown Brindle,981020039199008,05/11/2021,Foster,Over the Counter,Adoption,Walk-In,05/11/2021,Tuesday,Tuesday
A059679,,Cat,Female,2,,Domestic Shorthair,White,,01/13/2021,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,01/13/2021,Wednesday,Wednesday
A059683,,Dog,Spayed Female,5,,Labrador Retriever,Yellow,,01/14/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,01/14/2021,Thursday,Thursday
A059685,Sheba,Cat,Spayed Female,3,2.0,Domestic Shorthair,Calico,981020037693415,01/14/2021,Transfer,,Adoption,,01/14/2021,Thursday,Thursday
A059690,,Other,Female,,3.0,Lizard,Yellow,,01/14/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/21/2021,Thursday,Thursday
A059695,,Cat,Male,2,,Domestic Shorthair,Gray Tabby,,01/15/2021,Stray,Over the Counter,Euthanized,Vet Clinic,01/15/2021,Friday,Friday
A059697,Kora,Dog,Spayed Female,1,,Pit Bull,White,981020039165413,01/15/2021,Stray,Over the Counter,Foster,Adoption,01/21/2021,Friday,Thursday
A059697,Kora,Dog,Spayed Female,1,,Pit Bull,White,981020039165413,03/02/2021,Foster,Over the Counter,Adoption,Walk-In,03/02/2021,Tuesday,Tuesday
A059702,Maui,Dog,Spayed Female,5,,Akita,Tan,,01/17/2021,Owner Surrendered,Over the Counter,Transfer,,01/21/2021,Sunday,Thursday
A059702,Maui,Dog,Spayed Female,5,,Akita,Tan,,01/16/2021,Confiscated,Bite,Return to Owner,,01/17/2021,Saturday,Sunday
A059704,Snug,Cat,Neutered Male,3,6.0,Domestic Shorthair,Brown Tabby,,01/16/2021,Owner Surrendered,Animal Control,Foster,Behavior Manageable,02/08/2021,Saturday,Monday
A059704,Snug,Cat,Neutered Male,3,6.0,Domestic Shorthair,Brown Tabby,981020039162436,02/10/2021,Foster,Over the Counter,Foster,Behavior Manageable,02/10/2021,Wednesday,Wednesday
A059704,Snug,Cat,Neutered Male,3,6.0,Domestic Shorthair,Brown Tabby,981020039162436,05/05/2021,Foster,Over the Counter,Foster,Behavior Manageable,05/07/2021,Wednesday,Friday
A059704,Snug,Cat,Neutered Male,3,6.0,Domestic Shorthair,Brown Tabby,981020039162436,05/14/2021,Foster,Over the Counter,Foster,Underage or Underweight,05/14/2021,Friday,Friday
A059704,Snug,Cat,Neutered Male,3,6.0,Domestic Shorthair,Brown Tabby,981020039162436,08/20/2021,Foster,Over the Counter,Adoption,Walk-In,08/20/2021,Friday,Friday
A059714,Miso,Cat,Neutered Male,,9.0,Domestic Longhair,Orange Tabby,981020039217627,01/27/2021,Foster,Over the Counter,Adoption,Referral,01/27/2021,Wednesday,Wednesday
A059714,Miso,Cat,Neutered Male,,9.0,Domestic Longhair,Orange Tabby,981020039217627,01/19/2021,Stray,Animal Control,Foster,FINDER,01/19/2021,Tuesday,Tuesday
A059722,Romeo,Cat,Neutered Male,3,,Domestic Medium Hair,Orange Tabby,982126058309462,01/24/2021,Return,Over the Counter,Adoption,Walk-In,01/25/2021,Sunday,Monday
A059722,Romeo,Cat,Neutered Male,3,,Domestic Medium Hair,Orange Tabby,982126058309462,01/20/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/22/2021,Wednesday,Friday
A059724,Cisco,Cat,Neutered Male,5,,Domestic Shorthair,Black,60151,01/20/2021,Owner Surrendered,Over the Counter,Transfer,Rescue Group,01/22/2021,Wednesday,Friday
A059740,Dakota,Dog,Male,17,,Labrador Retriever,Brown,,01/21/2021,Stray,Animal Control,Return to Owner,,01/23/2021,Thursday,Saturday
A059743,Kit Kat,Cat,Spayed Female,3,,Domestic Shorthair,Gray Tiger,981020039185318,01/21/2021,Owner Surrendered,Over the Counter,Return to Owner,Walk-In,01/26/2021,Thursday,Tuesday
A059751,,Cat,Female,,10.0,Domestic Shorthair,Orange Tabby,,01/22/2021,Stray,Over the Counter,Transfer,Rescue Group,01/31/2021,Friday,Sunday
A059753,Harley,Dog,Female,,11.0,Bulldog,Black,,01/23/2021,Confiscated,Animal Cruelty,Return to Owner,Walk-In,01/25/2021,Saturday,Monday
A059757,Candy,Dog,Spayed Female,1,,Pit Bull,Tan,7716-21,01/23/2021,Transfer,Transfer,Foster,M/L DOG,01/26/2021,Saturday,Tuesday
A059757,Candy,Dog,Spayed Female,1,,Pit Bull,Tan,7716-21,02/12/2021,Foster,,Foster,M/L DOG,02/12/2021,Friday,Friday
A059757,Candy,Dog,Spayed Female,1,,Pit Bull,Tan,981020039195028,03/06/2021,Foster,Over the Counter,Foster,FIELD TRIP,03/20/2021,Saturday,Saturday
A059757,Candy,Dog,Spayed Female,1,,Pit Bull,Tan,981020039195028,03/20/2021,Foster,Over the Counter,Adoption,Walk-In,03/20/2021,Saturday,Saturday
A059761,Bella,Dog,Female,5,,Pit Bull,Brown,981020039193033,01/23/2021,Stray,Animal Control,Foster,Adoption,01/29/2021,Saturday,Friday
A059761,Bella,Dog,Female,5,,Pit Bull,Brown,981020039193033,01/31/2022,Foster,Over the Counter,Adoption,Website Information,01/31/2022,Monday,Monday
A059774,Zoey,Cat,Spayed Female,2,,Domestic Shorthair,White,981020039198748,01/25/2021,Transfer,Transfer,Foster,Adoption,01/26/2021,Monday,Tuesday
A059774,Zoey,Cat,Spayed Female,2,,Domestic Shorthair,White,981020039198748,03/04/2021,Foster,Over the Counter,Adoption,Walk-In,03/04/2021,Thursday,Thursday
A059776,Spring,Cat,Neutered Male,,4.0,Domestic Shorthair,Black,981020039166935,03/10/2021,Foster,Over the Counter,Adoption,Walk-In,03/10/2021,Wednesday,Wednesday
A059776,Spring,Cat,Neutered Male,,4.0,Domestic Shorthair,Black,981020039166935,01/25/2021,Transfer,Transfer,Foster,Adoption,01/28/2021,Monday,Thursday
A059776,Spring,Cat,Neutered Male,,4.0,Domestic Shorthair,Black,981020039166935,05/31/2022,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/10/2022,Tuesday,Sunday
A059778,Steffy,Cat,Spayed Female,,4.0,Domestic Shorthair,Black,981020039193882,01/25/2021,Transfer,Transfer,Foster,Adoption,01/26/2021,Monday,Tuesday
A059778,Steffy,Cat,Spayed Female,,4.0,Domestic Shorthair,Black,981020039193882,02/24/2021,Foster,Over the Counter,Adoption,Walk-In,02/24/2021,Wednesday,Wednesday
A059786,Denio,Dog,Spayed Female,3,,Beagle,Cream,60197,01/26/2021,Confiscated,Owner Arrested,Return to Owner,Phone Call,01/31/2021,Tuesday,Sunday
A059790,Storm,Cat,Spayed Female,,4.0,Domestic Shorthair,Gray Tabby,981020039184898,01/27/2021,Owner Surrendered,OTC APPT,Foster,Adoption,01/29/2021,Wednesday,Friday
A059790,Storm,Cat,Spayed Female,,4.0,Domestic Shorthair,Gray Tabby,981020039184898,03/03/2021,Foster,Over the Counter,Adoption,Walk-In,03/03/2021,Wednesday,Wednesday
A059792,Bashful,Cat,Spayed Female,1,6.0,Domestic Shorthair,Brown Tabby,981020039160022,01/27/2021,Owner Surrendered,OTC APPT,Adoption,,01/28/2021,Wednesday,Thursday
A059808,,Cat,Spayed Female,,4.0,Domestic Shorthair,Black,981020039182509,01/28/2021,Stray,Over the Counter,Adoption,Website Information,02/03/2021,Thursday,Wednesday
A059816,Milo,Dog,Neutered Male,3,,Beagle,Tricolor,981020039183342,03/10/2021,Foster,Over the Counter,Adoption,Walk-In,03/10/2021,Wednesday,Wednesday
A059816,Milo,Dog,Neutered Male,3,,Beagle,Tricolor,981020039183342,01/29/2021,Stray,Animal Control,Foster,Adoption,02/04/2021,Friday,Thursday
A059827,Cleo,Cat,Spayed Female,1,,Domestic Medium Hair,Gray Tabby,981020039197184,01/30/2021,Stray,Over the Counter,Foster,Adoption,02/05/2021,Saturday,Friday
A059827,Cleo,Cat,Spayed Female,1,,Domestic Medium Hair,Gray Tabby,981020039197184,02/09/2021,Foster,Over the Counter,Adoption,Walk-In,02/09/2021,Tuesday,Tuesday
A059829,Rosie,Dog,Spayed Female,6,,Boxer,Fawn,,01/30/2021,Stray,Over the Counter,Return to Owner,Website Information,01/31/2021,Saturday,Sunday
A059830,Pepper,Dog,Female,4,,Pit Bull,Gray,,01/30/2021,Stray,Over the Counter,Return to Owner,Website Information,01/31/2021,Saturday,Sunday
A059830,Pepper,Dog,Female,4,,Pit Bull,Gray,,10/28/2021,Stray,Animal Control,Return to Owner,Walk-In,10/29/2021,Thursday,Friday
A059837,Sincere,Dog,Neutered Male,,8.0,American Bully,Tricolor,981020039188447,03/10/2021,Foster,Over the Counter,Adoption,Walk-In,03/10/2021,Wednesday,Wednesday
A059837,Sincere,Dog,Neutered Male,,8.0,American Bully,Tricolor,981020039188447,02/01/2021,Owner Surrendered,Over the Counter,Foster,Adoption,02/03/2021,Monday,Wednesday
A059839,Brownie B,Dog,Male,1,8.0,Pomeranian,Red,04236,02/01/2021,Stray,Animal Control,Return to Owner,Walk-In,02/02/2021,Monday,Tuesday
A059844,Gem,Cat,Spayed Female,5,,Domestic Shorthair,Torbie,981020013213987,02/03/2021,Stray,Over the Counter,Foster,FINDER,02/03/2021,Wednesday,Wednesday
A059844,Gem,Cat,Spayed Female,5,,Domestic Shorthair,Torbie,981020013213987,03/03/2021,Foster,Over the Counter,Adoption,Walk-In,03/03/2021,Wednesday,Wednesday
A059846,Luke,Cat,Neutered Male,9,,Domestic Shorthair,Gray,,02/03/2021,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,02/03/2021,Wednesday,Wednesday
A059854,Penelope,Cat,Spayed Female,,2.0,Domestic Shorthair,Black,,02/04/2021,Stray,Over the Counter,Foster,FINDER,02/04/2021,Thursday,Thursday
A059854,Penelope,Cat,Spayed Female,,2.0,Domestic Shorthair,Black,981020039178857,02/10/2021,Foster,Over the Counter,Foster,Adoption,02/10/2021,Wednesday,Wednesday
A059854,Penelope,Cat,Spayed Female,,2.0,Domestic Shorthair,Black,981020039178857,02/28/2021,Foster,Over the Counter,Adoption,Walk-In,02/28/2021,Sunday,Sunday
A059859,Yogi,Dog,Neutered Male,8,,Golden Retriever,Gold,981020021927702,02/04/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,02/04/2021,Thursday,Thursday
A059860,Koakoa,Dog,Female,,,French Bulldog,Black,981020039164878,02/21/2021,Stray,Animal Control,Return to Owner,Walk-In,02/22/2021,Sunday,Monday
A059865,,Bird,Female,1,,Chicken,Brown,,02/09/2021,Owner Surrendered,Animal Control,Adoption,Walk-In,02/10/2021,Tuesday,Wednesday
A059865,,Bird,Female,1,,Chicken,Brown,,02/05/2021,Confiscated,Owner Death,Return to Owner,,02/09/2021,Friday,Tuesday
A059874,Margaret,Cat,Spayed Female,,5.0,Domestic Shorthair,Brown Tabby,981020023169091,02/06/2021,Transfer,,Adoption,,02/11/2021,Saturday,Thursday
A059875,Radar,Cat,Neutered Male,,7.0,Domestic Shorthair,White,981020039442179,02/06/2021,Transfer,,Adoption,Walk-In,02/08/2021,Saturday,Monday
A059877,Hawkeye,Cat,Neutered Male,,5.0,Manx,Black Tabby,981020039466797,02/06/2021,Transfer,,Adoption,Walk-In,02/10/2021,Saturday,Wednesday
A059881,Maple,Cat,Spayed Female,1,4.0,Domestic Shorthair,Dilute Calico,981020039618835,02/06/2021,Transfer,,Adoption,Walk-In,02/10/2021,Saturday,Wednesday
A059887,Hulahan,Cat,Spayed Female,,6.0,Manx,Brown Tabby,981020039426908,02/06/2021,Transfer,,Adoption,Walk-In,02/09/2021,Saturday,Tuesday
A059888,Odessa,Cat,Spayed Female,,5.0,Domestic Shorthair,White,981020039431666,02/06/2021,Transfer,,Adoption,Walk-In,02/08/2021,Saturday,Monday
A059893,Nikita,Dog,Spayed Female,3,,Pit Bull,Brown,981020039161051,02/17/2021,Foster,Over the Counter,Foster,Adoption,03/01/2021,Wednesday,Monday
A059893,Nikita,Dog,Spayed Female,3,,Pit Bull,Brown,981020039161051,02/07/2021,Stray,Animal Control,Foster,Adoption,02/14/2021,Sunday,Sunday
A059893,Nikita,Dog,Spayed Female,3,,Pit Bull,Brown,981020039161051,08/20/2021,Foster,Over the Counter,Foster,M/L DOG,08/20/2021,Friday,Friday
A059893,Nikita,Dog,Spayed Female,3,,Pit Bull,Brown,981020039161051,07/16/2021,Owner Surrendered,Over the Counter,Foster,M/L DOG,07/23/2021,Friday,Friday
A059893,Nikita,Dog,Spayed Female,3,,Pit Bull,Brown,981020039161051,08/04/2021,Foster,Over the Counter,Foster,M/L DOG,08/04/2021,Wednesday,Wednesday
